-------------------- QDA Probability Densities --------------------
{'Iris-virginica': 4.818057787021303e-35, 'Iris-setosa': 316.6588423304565, 'Iris-versicolor': 6.307443322155253e-22}
{'Iris-virginica': 4.379554277702461e-25, 'Iris-setosa': 0.05921517408290448, 'Iris-versicolor': 3.448533880263189e-11}
{'Iris-virginica': 1.4466026318478427e-28, 'Iris-setosa': 89.50553356746406, 'Iris-versicolor': 2.242468633522615e-18}
{'Iris-virginica': 5.131166477198252e-28, 'Iris-setosa': 0.18845931416596093, 'Iris-versicolor': 5.0933491261516145e-17}
{'Iris-virginica': 6.14622878007473e-29, 'Iris-setosa': 3.635148566328791, 'Iris-versicolor': 7.629604996674038e-20}
{'Iris-virginica': 1.9699499153517517e-28, 'Iris-setosa': 123.01057285516863, 'Iris-versicolor': 3.1729649712265344e-15}
{'Iris-virginica': 4.3943734029985077e-35, 'Iris-setosa': 119.70541565781406, 'Iris-versicolor': 4.079620368408721e-25}
{'Iris-virginica': 9.607006227326592e-29, 'Iris-setosa': 365.26989726427786, 'Iris-versicolor': 7.854619452952331e-18}
{'Iris-virginica': 1.966268850110926e-37, 'Iris-setosa': 452.3297385410755, 'Iris-versicolor': 1.0259446562313476e-24}
{'Iris-virginica': 6.19436844629924e-33, 'Iris-setosa': 665.7951884405599, 'Iris-versicolor': 1.1277534061956447e-19}
{'Iris-virginica': 0.4805263249799358, 'Iris-setosa': 5.818387601037236e-76, 'Iris-versicolor': 9.236798434726522}
{'Iris-virginica': 0.674522147583511, 'Iris-setosa': 5.125125050824043e-89, 'Iris-versicolor': 99.55397266007994}
{'Iris-virginica': 0.010199635260235759, 'Iris-setosa': 6.404279718137708e-62, 'Iris-versicolor': 161.77276989536273}
{'Iris-virginica': 0.00016703917025893286, 'Iris-setosa': 5.275633206719056e-37, 'Iris-versicolor': 14.251568833605045}
{'Iris-virginica': 0.36011072753479223, 'Iris-setosa': 1.1522731353547162e-71, 'Iris-versicolor': 136.69139833171874}
{'Iris-virginica': 0.021435126692103113, 'Iris-setosa': 8.592303907698847e-66, 'Iris-versicolor': 19.069143460823096}
{'Iris-virginica': 0.1193476329974805, 'Iris-setosa': 3.1665394090679414e-70, 'Iris-versicolor': 110.66128867922774}
{'Iris-virginica': 0.017539057524701036, 'Iris-setosa': 2.385516847467955e-74, 'Iris-versicolor': 155.53504415525114}
{'Iris-virginica': 1.0414423285288974e-06, 'Iris-setosa': 2.2811695780498464e-33, 'Iris-versicolor': 0.3244872251720485}
{'Iris-virginica': 0.08127137018614719, 'Iris-setosa': 1.8299493637295003e-67, 'Iris-versicolor': 164.08111798031788}
{'Iris-virginica': 18.184828695353882, 'Iris-setosa': 7.680050190182898e-201, 'Iris-versicolor': 4.156715663795797e-07}
{'Iris-virginica': 0.205078309634934, 'Iris-setosa': 4.551989920828917e-170, 'Iris-versicolor': 2.5775705418244386e-08}
{'Iris-virginica': 36.918778235546014, 'Iris-setosa': 9.382461978910829e-142, 'Iris-versicolor': 0.06958452922815421}
{'Iris-virginica': 41.98680256136225, 'Iris-setosa': 1.9928858056901174e-206, 'Iris-versicolor': 0.0002991887035286783}
{'Iris-virginica': 11.859079222124388, 'Iris-setosa': 8.211532449947925e-213, 'Iris-versicolor': 7.005461492516573e-08}
{'Iris-virginica': 2.5920524459750056, 'Iris-setosa': 6.269323111921921e-175, 'Iris-versicolor': 1.5666336152568965e-07}
{'Iris-virginica': 7.631783838246107, 'Iris-setosa': 4.713163131773945e-140, 'Iris-versicolor': 0.007564734203113717}
{'Iris-virginica': 38.71282625457447, 'Iris-setosa': 4.46382895274604e-150, 'Iris-versicolor': 0.1682342833956767}
{'Iris-virginica': 10.199226406647806, 'Iris-setosa': 3.1734388098446316e-180, 'Iris-versicolor': 0.00018604828292064922}
{'Iris-virginica': 23.70374652978764, 'Iris-setosa': 1.9708159685595892e-132, 'Iris-versicolor': 2.7270331974193933}
{'Iris-virginica': 2.274697032703187e-35, 'Iris-setosa': 707.7813294731632, 'Iris-versicolor': 2.379574864522768e-22}
{'Iris-virginica': 3.3595660883563006e-30, 'Iris-setosa': 235.36221196276128, 'Iris-versicolor': 2.5594203369356736e-16}
{'Iris-virginica': 5.481424831460898e-31, 'Iris-setosa': 383.6338199996131, 'Iris-versicolor': 9.401885942378544e-19}
{'Iris-virginica': 9.326433147653936e-27, 'Iris-setosa': 349.6510053910558, 'Iris-versicolor': 4.585333666810198e-16}
{'Iris-virginica': 2.987704675736643e-35, 'Iris-setosa': 539.1602423583289, 'Iris-versicolor': 1.8554223624678223e-23}
{'Iris-virginica': 4.2070296857592617e-35, 'Iris-setosa': 86.77960992274942, 'Iris-versicolor': 2.9771257761713605e-23}
{'Iris-virginica': 2.8728013658361315e-29, 'Iris-setosa': 109.80902206795207, 'Iris-versicolor': 5.701781771846334e-19}
{'Iris-virginica': 3.8658190919684694e-32, 'Iris-setosa': 746.5708568990877, 'Iris-versicolor': 4.584243167635258e-20}
{'Iris-virginica': 2.2475899983246463e-25, 'Iris-setosa': 148.8183623330409, 'Iris-versicolor': 1.529794119420978e-14}
{'Iris-virginica': 3.45281634150043e-30, 'Iris-setosa': 229.48381615470495, 'Iris-versicolor': 6.5746082969912014e-18}
{'Iris-virginica': 1.8759457932957282e-38, 'Iris-setosa': 361.7928600982746, 'Iris-versicolor': 5.444779684308472e-25}
{'Iris-virginica': 3.9649133627115935e-29, 'Iris-setosa': 271.0492339061068, 'Iris-versicolor': 3.6135754124999535e-19}
{'Iris-virginica': 3.8281698377556134e-30, 'Iris-setosa': 219.76056350867512, 'Iris-versicolor': 2.5854001042941923e-17}
{'Iris-virginica': 3.951648735515217e-30, 'Iris-setosa': 20.509987187149687, 'Iris-versicolor': 8.538601811181625e-19}
{'Iris-virginica': 1.8145880318389802e-51, 'Iris-setosa': 7.453855711737477, 'Iris-versicolor': 2.9483915973604978e-34}
{'Iris-virginica': 8.837312155888596e-47, 'Iris-setosa': 17.765617737033917, 'Iris-versicolor': 4.0995854017208135e-34}
{'Iris-virginica': 8.817125392209963e-42, 'Iris-setosa': 55.9202579797642, 'Iris-versicolor': 1.0676584505965711e-27}
{'Iris-virginica': 1.960362805993347e-34, 'Iris-setosa': 546.1443193937994, 'Iris-versicolor': 3.493510527852625e-21}
{'Iris-virginica': 3.224930391964527e-38, 'Iris-setosa': 80.15433160726593, 'Iris-versicolor': 4.179791247553043e-24}
{'Iris-virginica': 1.9247238814860593e-35, 'Iris-setosa': 296.9559080710461, 'Iris-versicolor': 3.2862727456093777e-24}
{'Iris-virginica': 6.167988676360262e-33, 'Iris-setosa': 93.83641909004764, 'Iris-versicolor': 1.5987865052083093e-19}
{'Iris-virginica': 1.4272982879891108e-33, 'Iris-setosa': 146.98983179414898, 'Iris-versicolor': 1.0548904943461242e-21}
{'Iris-virginica': 8.675619407229215e-38, 'Iris-setosa': 4.277792615401538, 'Iris-versicolor': 2.182145154112351e-26}
{'Iris-virginica': 6.990964545227962e-27, 'Iris-setosa': 4.7513623580713, 'Iris-versicolor': 1.2706370302310806e-14}
{'Iris-virginica': 1.3999197093352577e-25, 'Iris-setosa': 4.588843741152194, 'Iris-versicolor': 5.6736341108176446e-18}
{'Iris-virginica': 3.581830308959324e-28, 'Iris-setosa': 159.96706392018177, 'Iris-versicolor': 5.435710227198511e-15}
{'Iris-virginica': 7.457655904069132e-29, 'Iris-setosa': 120.77014275126425, 'Iris-versicolor': 5.870731527730254e-17}
{'Iris-virginica': 8.758964566444512e-35, 'Iris-setosa': 626.195114464372, 'Iris-versicolor': 9.212711849676937e-22}
{'Iris-virginica': 1.1890020359907425e-35, 'Iris-setosa': 474.7618968307574, 'Iris-versicolor': 2.131397876742278e-21}
{'Iris-virginica': 6.888208438910506e-27, 'Iris-setosa': 293.48032743154175, 'Iris-versicolor': 1.1482266248385064e-16}
{'Iris-virginica': 5.3669697597422596e-27, 'Iris-setosa': 363.0401938198646, 'Iris-versicolor': 1.1857795807485298e-15}
{'Iris-virginica': 1.622286262415668e-34, 'Iris-setosa': 37.77846282413014, 'Iris-versicolor': 2.41079863119638e-19}
{'Iris-virginica': 7.06021069143122e-42, 'Iris-setosa': 3.25569387010706, 'Iris-versicolor': 4.780783795537088e-33}
{'Iris-virginica': 3.169333644916874e-46, 'Iris-setosa': 37.66406399748031, 'Iris-versicolor': 4.354990557561671e-34}
{'Iris-virginica': 3.45281634150043e-30, 'Iris-setosa': 229.48381615470495, 'Iris-versicolor': 6.5746082969912014e-18}
{'Iris-virginica': 1.461553520792652e-35, 'Iris-setosa': 112.73400301767363, 'Iris-versicolor': 1.5884238041417626e-20}
{'Iris-virginica': 1.461264594635847e-41, 'Iris-setosa': 52.60332330770117, 'Iris-versicolor': 8.914796951623613e-25}
{'Iris-virginica': 3.45281634150043e-30, 'Iris-setosa': 229.48381615470495, 'Iris-versicolor': 6.5746082969912014e-18}
{'Iris-virginica': 3.0008126657293908e-27, 'Iris-setosa': 124.88168021185172, 'Iris-versicolor': 3.210982524300202e-16}
{'Iris-virginica': 4.599870546292392e-33, 'Iris-setosa': 701.1683730601793, 'Iris-versicolor': 2.8424919911004773e-20}
{'Iris-virginica': 0.0008021880533536345, 'Iris-setosa': 1.6707150274413856e-94, 'Iris-versicolor': 16.208312324018117}
{'Iris-virginica': 0.04138970893105041, 'Iris-setosa': 1.5873974183809596e-88, 'Iris-versicolor': 79.931638842509}
{'Iris-virginica': 0.08615927334033673, 'Iris-setosa': 1.3331807505831459e-107, 'Iris-versicolor': 46.35323071133605}
{'Iris-virginica': 0.09465967549785345, 'Iris-setosa': 1.2802901898905204e-68, 'Iris-versicolor': 35.94586202796116}
{'Iris-virginica': 0.14659798879392788, 'Iris-setosa': 9.88111738562844e-97, 'Iris-versicolor': 82.4647092122875}
{'Iris-virginica': 0.852049254911821, 'Iris-setosa': 2.9201617334736485e-82, 'Iris-versicolor': 29.08032133680159}
{'Iris-virginica': 0.47715693496418793, 'Iris-setosa': 1.255977920972918e-100, 'Iris-versicolor': 57.90774065466873}
{'Iris-virginica': 0.0003096213363315786, 'Iris-setosa': 2.5014001954197246e-36, 'Iris-versicolor': 12.183799349418626}
{'Iris-virginica': 0.017935004260100227, 'Iris-setosa': 2.171521491680385e-87, 'Iris-versicolor': 60.17187868140519}
{'Iris-virginica': 0.26790130154467606, 'Iris-setosa': 3.030700520446605e-67, 'Iris-versicolor': 24.66836327220018}
{'Iris-virginica': 0.0008243711655661956, 'Iris-setosa': 1.550229560311274e-44, 'Iris-versicolor': 8.665730909222448}
{'Iris-virginica': 0.12310584734363392, 'Iris-setosa': 6.821168815725167e-79, 'Iris-versicolor': 61.673203239455056}
{'Iris-virginica': 0.0001373813015495452, 'Iris-setosa': 1.5785872818366506e-60, 'Iris-versicolor': 16.259219201697498}
{'Iris-virginica': 1.8072418925167781, 'Iris-setosa': 6.348646833940182e-94, 'Iris-versicolor': 73.39383280510386}
{'Iris-virginica': 0.00023816096070487395, 'Iris-setosa': 5.488290827438496e-52, 'Iris-versicolor': 8.418732597719787}
{'Iris-virginica': 0.0004203213031814139, 'Iris-setosa': 2.468473115659565e-82, 'Iris-versicolor': 34.64376253894747}
{'Iris-virginica': 1.6933200805821258, 'Iris-setosa': 2.0514334189967537e-90, 'Iris-versicolor': 39.52501506299396}
{'Iris-virginica': 0.0031511027513648412, 'Iris-setosa': 6.917582394975894e-58, 'Iris-versicolor': 6.682303922592619}
{'Iris-virginica': 0.0492952771590245, 'Iris-setosa': 1.4712813074726062e-99, 'Iris-versicolor': 0.8848505295379935}
{'Iris-virginica': 0.006842657676429971, 'Iris-setosa': 1.50718731817188e-55, 'Iris-versicolor': 98.27727499044632}
{'Iris-virginica': 8.036394834080616, 'Iris-setosa': 8.528373160267646e-118, 'Iris-versicolor': 6.72822661877627}
{'Iris-virginica': 0.000921351835092635, 'Iris-setosa': 4.915514793259135e-65, 'Iris-versicolor': 76.51541944738429}
{'Iris-virginica': 4.963708032977733, 'Iris-setosa': 1.2094240700164382e-111, 'Iris-versicolor': 15.666920718519943}
{'Iris-virginica': 0.3497868492674206, 'Iris-setosa': 3.5606452953166144e-87, 'Iris-versicolor': 3.185512414283642}
